frame_id,original_frame_number,timestamp_seconds,fps,sharpness_score,brightness_score,contrast_score,motion_score,similarity_score,selection_score,reason_for_selection
frame_000043,1240,49.600,25.00,6759.92,0.8727,0.8862,0.1857,0.9400,0.4433,periodic_coverage_keepalive
frame_000044,1290,51.600,25.00,7052.91,0.8668,0.8942,0.2448,0.9371,0.4593,periodic_coverage_keepalive
frame_000045,1340,53.600,25.00,7136.98,0.8621,0.9049,0.2754,0.9066,0.4782,periodic_coverage_keepalive
frame_000046,1390,55.600,25.00,7346.96,0.8625,0.9176,0.3586,0.9270,0.4932,periodic_coverage_keepalive
frame_000047,1440,57.600,25.00,6819.76,0.8559,0.9188,0.4209,0.9204,0.5106,periodic_coverage_keepalive
frame_000048,1470,58.800,25.00,8235.34,0.8599,0.9308,0.4376,0.8807,0.5302,significant_motion_and_scene_change
frame_000049,1520,60.800,25.00,7505.41,0.8680,0.9350,0.4402,0.9126,0.5209,periodic_coverage_keepalive
frame_000050,1570,62.800,25.00,6767.26,0.8636,0.9233,0.3677,0.9185,0.4991,periodic_coverage_keepalive
frame_000051,1600,64.000,25.00,5719.37,0.8665,0.9002,0.2981,0.8908,0.4894,significant_motion_and_scene_change
frame_000052,1650,66.000,25.00,5622.49,0.8575,0.8947,0.2780,0.9347,0.4676,periodic_coverage_keepalive
frame_000053,1700,68.000,25.00,4139.78,0.8513,0.8963,0.2477,0.9188,0.4651,periodic_coverage_keepalive
frame_000054,1750,70.000,25.00,4509.78,0.8527,0.8851,0.1467,0.9425,0.4306,periodic_coverage_keepalive
frame_000055,1755,70.200,25.00,5164.20,0.8500,0.8888,0.1214,0.8707,0.4495,novel_scene_content
frame_000056,1805,72.200,25.00,4987.60,0.8506,0.8795,0.0140,0.9627,0.3896,periodic_coverage_keepalive
frame_000057,1855,74.200,25.00,5058.68,0.8415,0.8707,0.0067,0.9638,0.3856,periodic_coverage_keepalive
frame_000058,1905,76.200,25.00,4825.21,0.8387,0.8629,0.0424,0.9645,0.3932,periodic_coverage_keepalive
frame_000059,1955,78.200,25.00,5016.93,0.8322,0.8656,0.0800,0.9283,0.4149,periodic_coverage_keepalive
frame_000060,1990,79.600,25.00,4466.13,0.8232,0.8663,0.1197,0.8814,0.4404,novel_scene_content
frame_000061,2040,81.600,25.00,5243.77,0.8415,0.8791,0.2088,0.9374,0.4462,periodic_coverage_keepalive
frame_000062,2090,83.600,25.00,4770.57,0.8457,0.8705,0.2197,0.9366,0.4487,periodic_coverage_keepalive
frame_000063,2140,85.600,25.00,5797.38,0.8334,0.8647,0.1770,0.9390,0.4354,periodic_coverage_keepalive
frame_000064,2190,87.600,25.00,5908.14,0.8328,0.8695,0.2043,0.9170,0.4504,periodic_coverage_keepalive
frame_000065,2240,89.600,25.00,5731.94,0.8383,0.8988,0.3037,0.9308,0.4739,periodic_coverage_keepalive
frame_000066,2290,91.600,25.00,6294.26,0.8419,0.9086,0.3525,0.9165,0.4924,periodic_coverage_keepalive
frame_000067,2305,92.200,25.00,6966.15,0.8497,0.9148,0.3592,0.8762,0.5096,significant_motion_and_scene_change
frame_000068,2355,94.200,25.00,7012.34,0.8451,0.9138,0.3378,0.9218,0.4877,periodic_coverage_keepalive
frame_000069,2405,96.200,25.00,7439.76,0.8388,0.9015,0.3053,0.9218,0.4777,periodic_coverage_keepalive
frame_000070,2440,97.600,25.00,7632.67,0.8275,0.8997,0.2884,0.8972,0.4808,significant_motion_and_scene_change
frame_000071,2490,99.600,25.00,7451.98,0.8260,0.8953,0.2580,0.9310,0.4608,periodic_coverage_keepalive
frame_000072,2540,101.600,25.00,6152.91,0.8482,0.8969,0.2571,0.9281,0.4639,periodic_coverage_keepalive
frame_000073,2590,103.600,25.00,6910.35,0.8494,0.8949,0.2466,0.9117,0.4670,periodic_coverage_keepalive
frame_000074,2640,105.600,25.00,6865.53,0.8563,0.8905,0.2440,0.9255,0.4618,periodic_coverage_keepalive
frame_000075,2690,107.600,25.00,6726.95,0.8734,0.8811,0.2074,0.9271,0.4528,periodic_coverage_keepalive
frame_000076,2695,107.800,25.00,6656.76,0.8727,0.8823,0.2202,0.8789,0.4729,significant_motion_and_scene_change
frame_000077,2745,109.800,25.00,6266.34,0.8708,0.8752,0.2116,0.9290,0.4524,periodic_coverage_keepalive
frame_000078,2795,111.800,25.00,5961.09,0.8432,0.8717,0.1802,0.9326,0.4401,periodic_coverage_keepalive
frame_000079,2845,113.800,25.00,5451.78,0.7469,0.8641,0.0130,0.9239,0.3910,periodic_coverage_keepalive
frame_000080,2885,115.400,25.00,5703.61,0.7296,0.8553,0.0046,0.8985,0.3952,novel_scene_content
frame_000081,2935,117.400,25.00,3733.60,0.8765,0.8664,1.0000,0.6920,0.7321,significant_motion_and_scene_change
frame_000082,2985,119.400,25.00,5220.23,0.8667,0.8602,0.1491,0.9514,0.4270,periodic_coverage_keepalive
frame_000083,3035,121.400,25.00,5077.98,0.8594,0.8619,0.1828,0.9479,0.4361,periodic_coverage_keepalive
frame_000084,3085,123.400,25.00,4801.11,0.8485,0.8627,0.2054,0.9436,0.4422,periodic_coverage_keepalive
frame_000085,3135,125.400,25.00,5115.82,0.8477,0.8664,0.2234,0.8976,0.4631,significant_motion_and_scene_change
frame_000086,3185,127.400,25.00,5440.26,0.8518,0.8749,0.2230,0.9399,0.4495,periodic_coverage_keepalive
frame_000087,3235,129.400,25.00,5384.27,0.8614,0.8829,0.2533,0.9379,0.4595,periodic_coverage_keepalive
frame_000088,3285,131.400,25.00,5725.45,0.8811,0.8927,0.2533,0.9074,0.4731,periodic_coverage_keepalive
frame_000089,3335,133.400,25.00,5656.42,0.8891,0.8956,0.2843,0.9324,0.4732,periodic_coverage_keepalive
frame_000090,3385,135.400,25.00,5300.31,0.8890,0.8931,0.3326,0.9287,0.4863,periodic_coverage_keepalive
frame_000091,3435,137.400,25.00,5516.24,0.8719,0.8842,0.3118,0.9086,0.4856,periodic_coverage_keepalive
frame_000092,3485,139.400,25.00,5162.69,0.8535,0.8617,0.2770,0.9332,0.4642,periodic_coverage_keepalive
frame_000093,3535,141.400,25.00,5483.67,0.8589,0.8539,0.2540,0.9363,0.4571,periodic_coverage_keepalive
frame_000094,3580,143.200,25.00,5939.67,0.8580,0.8512,0.2463,0.8987,0.4679,significant_motion_and_scene_change
frame_000095,3630,145.200,25.00,5992.17,0.8395,0.8594,0.2315,0.9364,0.4500,periodic_coverage_keepalive
frame_000096,3680,147.200,25.00,5328.43,0.7625,0.8607,0.1874,0.9262,0.4350,periodic_coverage_keepalive
frame_000097,3730,149.200,25.00,5693.95,0.8196,0.9438,1.0000,0.5909,0.7695,significant_motion_and_scene_change
frame_000098,3780,151.200,25.00,3631.60,0.7959,0.9648,0.1893,0.9374,0.4453,periodic_coverage_keepalive
frame_000099,3830,153.200,25.00,5104.00,0.7627,0.9572,0.0748,0.9371,0.4127,periodic_coverage_keepalive
frame_000100,3860,154.400,25.00,5441.69,0.7716,0.9705,0.1101,0.8756,0.4453,novel_scene_content
frame_000101,3900,156.000,25.00,5669.74,0.7802,0.9720,0.1015,0.8993,0.4358,novel_scene_content
frame_000102,3910,156.400,25.00,7022.75,0.7795,0.9797,0.1247,0.8872,0.4466,novel_scene_content
frame_000103,3960,158.400,25.00,6412.38,0.7850,0.9835,0.1011,0.9487,0.4201,periodic_coverage_keepalive
frame_000104,4010,160.400,25.00,6617.77,0.7860,0.9962,0.0758,0.9493,0.4149,periodic_coverage_keepalive
frame_000105,4030,161.200,25.00,6230.42,0.7869,0.9983,0.0924,0.8793,0.4439,novel_scene_content
frame_000106,4080,163.200,25.00,5495.51,0.7969,0.9969,0.1023,0.9591,0.4193,periodic_coverage_keepalive
frame_000107,4125,165.000,25.00,5334.30,0.7898,0.9858,0.1140,0.8854,0.4462,novel_scene_content
frame_000108,4140,165.600,25.00,5340.35,0.7881,0.9805,0.1392,0.8960,0.4481,novel_scene_content
frame_000109,4155,166.200,25.00,5947.58,0.7840,0.9749,0.1570,0.8970,0.4512,novel_scene_content
frame_000110,4205,168.200,25.00,5041.64,0.7736,0.9362,0.1651,0.9281,0.4374,periodic_coverage_keepalive
frame_000111,4255,170.200,25.00,5531.72,0.7648,0.9163,0.2126,0.9301,0.4457,periodic_coverage_keepalive
frame_000112,4305,172.200,25.00,8053.86,0.8308,0.9396,0.3225,0.7999,0.5277,significant_motion_and_scene_change
frame_000113,4335,173.400,25.00,6233.71,0.8612,0.9525,0.3527,0.8919,0.5074,significant_motion_and_scene_change
frame_000114,4385,175.400,25.00,8148.66,0.8448,0.9704,0.3728,0.9209,0.5024,periodic_coverage_keepalive
frame_000115,4435,177.400,25.00,7889.81,0.8451,0.9896,0.3842,0.9152,0.5092,periodic_coverage_keepalive
frame_000116,4485,179.400,25.00,7519.54,0.8414,1.0000,0.3900,0.9040,0.5152,periodic_coverage_keepalive
frame_000117,4535,181.400,25.00,7021.61,0.8423,0.9997,0.3773,0.9023,0.5127,periodic_coverage_keepalive
frame_000118,4565,182.600,25.00,6857.05,0.8492,0.9988,0.3672,0.8792,0.5189,significant_motion_and_scene_change
frame_000119,4615,184.600,25.00,4822.30,0.8788,1.0000,0.3900,0.9187,0.5138,periodic_coverage_keepalive
frame_000120,4665,186.600,25.00,6066.00,0.8811,0.9902,0.3041,0.9127,0.4937,periodic_coverage_keepalive
frame_000121,4715,188.600,25.00,6427.82,0.8757,0.9978,0.2802,0.9203,0.4853,periodic_coverage_keepalive
frame_000122,4725,189.000,25.00,4554.08,0.8682,0.8840,1.0000,0.4427,0.8203,significant_motion_and_scene_change
frame_000123,4775,191.000,25.00,4033.99,0.8665,0.8819,0.1406,0.9516,0.4269,periodic_coverage_keepalive
frame_000124,4825,193.000,25.00,4172.68,0.8709,0.8766,0.1222,0.9632,0.4182,periodic_coverage_keepalive
frame_000125,4875,195.000,25.00,4016.69,0.8743,0.8756,0.1144,0.9280,0.4288,periodic_coverage_keepalive
frame_000126,4925,197.000,25.00,3832.44,0.8751,0.8677,0.1031,0.9619,0.4134,periodic_coverage_keepalive
frame_000127,4940,197.600,25.00,8367.60,0.9970,0.7006,1.0000,0.2665,0.8765,significant_motion_and_scene_change
frame_000128,4990,199.600,25.00,9004.10,0.9906,0.7011,0.1714,0.9319,0.4359,periodic_coverage_keepalive
frame_000129,5040,201.600,25.00,8256.70,0.9876,0.6947,0.1894,0.9325,0.4392,periodic_coverage_keepalive
frame_000130,5075,203.000,25.00,8730.73,0.9743,0.6977,0.1841,0.8858,0.4532,novel_scene_content
frame_000131,5110,204.400,25.00,9124.33,0.9796,0.6897,0.2696,0.8960,0.4707,significant_motion_and_scene_change
frame_000132,5155,206.200,25.00,9160.87,0.9673,0.6817,0.2779,0.8957,0.4709,significant_motion_and_scene_change
frame_000133,5205,208.200,25.00,9259.47,0.9568,0.6719,0.2655,0.9211,0.4569,periodic_coverage_keepalive
frame_000134,5245,209.800,25.00,8567.21,0.8911,0.8245,1.0000,0.3349,0.8543,significant_motion_and_scene_change
frame_000135,5265,210.600,25.00,8371.22,0.8811,0.8226,0.7882,0.8947,0.6043,significant_motion_and_scene_change
frame_000136,5280,211.200,25.00,7833.23,0.8751,0.8170,0.8692,0.8911,0.6246,significant_motion_and_scene_change
frame_000137,5295,211.800,25.00,8548.50,0.8728,0.8189,0.9410,0.8876,0.6438,significant_motion_and_scene_change
frame_000138,5310,212.400,25.00,8476.33,0.8793,0.8212,0.9798,0.8859,0.6549,significant_motion_and_scene_change
frame_000139,5325,213.000,25.00,8243.47,0.8787,0.8151,0.9701,0.8910,0.6501,significant_motion_and_scene_change
frame_000140,5340,213.600,25.00,8648.21,0.8999,0.8466,0.9328,0.8880,0.6471,significant_motion_and_scene_change
frame_000141,5360,214.400,25.00,8518.38,0.8979,0.8365,0.6276,0.8941,0.5674,significant_motion_and_scene_change
frame_000142,5370,214.800,25.00,9433.84,0.8748,0.8520,0.5873,0.8863,0.5593,significant_motion_and_scene_change
frame_000143,5395,215.800,25.00,9469.40,0.8880,0.8706,0.5510,0.8887,0.5526,significant_motion_and_scene_change
frame_000144,5420,216.800,25.00,9805.81,0.8706,0.8928,0.5586,0.8949,0.5528,significant_motion_and_scene_change
frame_000145,5445,217.800,25.00,9408.57,0.8634,0.9086,0.5087,0.8968,0.5405,significant_motion_and_scene_change
frame_000146,5470,218.800,25.00,8765.75,0.8588,0.9043,0.4743,0.8983,0.5305,significant_motion_and_scene_change
frame_000147,5495,219.800,25.00,10252.11,0.8641,0.8962,0.4478,0.8940,0.5251,significant_motion_and_scene_change
frame_000148,5525,221.000,25.00,9624.07,0.8791,0.8933,0.3953,0.8962,0.5124,significant_motion_and_scene_change
frame_000149,5540,221.600,25.00,5883.95,0.8474,0.8921,1.0000,0.4650,0.8112,significant_motion_and_scene_change
frame_000150,5590,223.600,25.00,5976.74,0.8378,0.9019,0.3754,0.9170,0.4969,periodic_coverage_keepalive
frame_000151,5640,225.600,25.00,6058.46,0.8325,0.9029,0.3674,0.9174,0.4943,periodic_coverage_keepalive
frame_000152,5685,227.400,25.00,6571.07,0.8414,0.8991,0.3342,0.8768,0.5007,significant_motion_and_scene_change
frame_000153,5735,229.400,25.00,5147.38,0.8389,0.9180,0.3322,0.9144,0.4887,periodic_coverage_keepalive
frame_000154,5785,231.400,25.00,5846.27,0.8330,0.9207,0.2820,0.9303,0.4703,periodic_coverage_keepalive
frame_000155,5835,233.400,25.00,5433.00,0.8287,0.9251,0.2198,0.9314,0.4543,periodic_coverage_keepalive
frame_000156,5870,234.800,25.00,6493.17,0.9028,0.7919,1.0000,0.4781,0.8021,significant_motion_and_scene_change
frame_000157,5920,236.800,25.00,6019.26,0.9049,0.7829,0.0797,0.9587,0.4032,periodic_coverage_keepalive
frame_000158,5970,238.800,25.00,6189.97,0.9120,0.7814,0.0788,0.9599,0.4031,periodic_coverage_keepalive
frame_000159,6020,240.800,25.00,4749.99,0.9236,0.7807,0.1066,0.9391,0.4184,periodic_coverage_keepalive
frame_000160,6070,242.800,25.00,6300.18,0.9187,0.7736,0.0852,0.9596,0.4047,periodic_coverage_keepalive
frame_000161,6120,244.800,25.00,6038.78,0.9212,0.7706,0.0755,0.9632,0.4009,periodic_coverage_keepalive
frame_000162,6160,246.400,25.00,7367.86,0.9687,0.7428,1.0000,0.4122,0.8269,significant_motion_and_scene_change
frame_000163,6210,248.400,25.00,7471.90,0.9721,0.7398,0.4231,0.9002,0.5119,periodic_coverage_keepalive
frame_000164,6260,250.400,25.00,7212.42,0.9774,0.7320,0.4231,0.8933,0.5141,significant_motion_and_scene_change
frame_000165,6310,252.400,25.00,6598.18,0.9803,0.7235,0.4406,0.9190,0.5089,periodic_coverage_keepalive
frame_000166,6340,253.600,25.00,10533.18,0.9211,0.9062,1.0000,0.3040,0.8763,significant_motion_and_scene_change
frame_000167,6380,255.200,25.00,9497.52,0.9328,0.9089,0.5646,0.8997,0.5604,significant_motion_and_scene_change
frame_000168,6415,256.600,25.00,9854.57,0.9296,0.8960,0.6367,0.8970,0.5778,significant_motion_and_scene_change
frame_000169,6435,257.400,25.00,9203.63,0.9303,0.8965,0.6356,0.8833,0.5824,significant_motion_and_scene_change
frame_000170,6465,258.600,25.00,8765.61,0.9264,0.8923,0.6967,0.8944,0.5930,significant_motion_and_scene_change
frame_000171,6495,259.800,25.00,8043.36,0.9315,0.8872,0.6331,0.8964,0.5764,significant_motion_and_scene_change
frame_000172,6515,260.600,25.00,8492.48,0.9428,0.8876,0.6511,0.8971,0.5818,significant_motion_and_scene_change
frame_000173,6535,261.400,25.00,8661.64,0.9389,0.8863,0.7033,0.8939,0.5955,significant_motion_and_scene_change
frame_000174,6560,262.400,25.00,4615.53,0.8799,0.8751,1.0000,0.4168,0.8296,significant_motion_and_scene_change
frame_000175,6610,264.400,25.00,4515.65,0.8628,0.8962,0.2747,0.9398,0.4656,periodic_coverage_keepalive
frame_000176,6620,264.800,25.00,4814.35,0.8627,0.8968,0.2880,0.7926,0.5205,significant_motion_and_scene_change
frame_000177,6650,266.000,25.00,5117.10,0.8499,0.9148,0.2643,0.8975,0.4784,significant_motion_and_scene_change
frame_000178,6700,268.000,25.00,4904.06,0.8559,0.9092,0.3292,0.9307,0.4831,periodic_coverage_keepalive
frame_000179,6740,269.600,25.00,3852.88,0.8715,0.8858,0.3920,0.8945,0.5107,significant_motion_and_scene_change
frame_000180,6775,271.000,25.00,4369.21,0.8664,0.8777,0.3977,0.8934,0.5111,significant_motion_and_scene_change
frame_000181,6825,273.000,25.00,4664.00,0.8757,0.8611,0.4064,0.9048,0.5086,periodic_coverage_keepalive
frame_000182,6845,273.800,25.00,4938.32,0.8904,0.8435,0.4106,0.8979,0.5118,significant_motion_and_scene_change
frame_000183,6855,274.200,25.00,2688.97,0.9989,0.8669,0.1371,0.5278,0.5861,novel_scene_content
frame_000184,6905,276.200,25.00,4309.81,0.9980,0.8604,0.1003,0.9542,0.4269,periodic_coverage_keepalive
frame_000185,6935,277.400,25.00,3655.05,0.9979,0.8503,0.1257,0.8962,0.4526,novel_scene_content
frame_000186,6985,279.400,25.00,3752.03,0.9876,0.8472,0.1147,0.9431,0.4321,periodic_coverage_keepalive
frame_000187,7035,281.400,25.00,3675.65,0.9790,0.8471,0.1146,0.9540,0.4274,periodic_coverage_keepalive
frame_000188,7080,283.200,25.00,4537.67,0.9766,0.8524,0.1428,0.8984,0.4542,novel_scene_content
frame_000189,7130,285.200,25.00,4005.06,0.9777,0.8461,0.1541,0.9589,0.4353,periodic_coverage_keepalive
frame_000190,7165,286.600,25.00,7008.65,0.8205,0.8909,1.0000,0.5130,0.7916,significant_motion_and_scene_change
frame_000191,7215,288.600,25.00,6146.33,0.8251,0.8731,0.1047,0.8493,0.4487,novel_scene_content
frame_000192,7265,290.600,25.00,5926.40,0.8267,0.8615,0.1373,0.9369,0.4252,periodic_coverage_keepalive
frame_000193,7315,292.600,25.00,5815.12,0.8279,0.8492,0.1613,0.9395,0.4292,periodic_coverage_keepalive
frame_000194,7360,294.400,25.00,7002.33,0.8294,0.8461,0.1948,0.8735,0.4605,novel_scene_content
frame_000195,7400,296.000,25.00,11544.05,0.8932,0.8093,1.0000,0.6675,0.7366,significant_motion_and_scene_change
frame_000196,7450,298.000,25.00,12156.93,0.9133,0.8154,0.1884,0.9071,0.4525,periodic_coverage_keepalive
frame_000197,7500,300.000,25.00,11409.77,0.9372,0.8189,0.1707,0.9090,0.4501,periodic_coverage_keepalive
frame_000198,7525,301.000,25.00,12694.33,0.9424,0.8278,0.2413,0.8978,0.4731,significant_motion_and_scene_change
frame_000199,7575,303.000,25.00,11220.43,0.9452,0.8289,0.2143,0.9045,0.4644,periodic_coverage_keepalive
frame_000200,7585,303.400,25.00,8120.74,0.8675,0.8330,1.0000,0.4698,0.8056,significant_motion_and_scene_change
frame_000201,7630,305.200,25.00,7479.00,0.8700,0.8305,0.1605,0.8728,0.4547,novel_scene_content
frame_000202,7680,307.200,25.00,7988.89,0.8708,0.8325,0.0978,0.9547,0.4106,periodic_coverage_keepalive
frame_000203,7730,309.200,25.00,9307.15,0.1124,0.5642,1.0000,0.0522,0.8494,significant_motion_and_scene_change
frame_000204,7780,311.200,25.00,9382.43,0.1094,0.5656,0.0211,0.9871,0.2773,periodic_coverage_keepalive
frame_000205,7830,313.200,25.00,9297.42,0.1039,0.5681,0.0196,0.9876,0.2764,periodic_coverage_keepalive
frame_000206,7880,315.200,25.00,8995.55,0.0989,0.5698,0.0160,0.9877,0.2752,periodic_coverage_keepalive
frame_000207,7930,317.200,25.00,8960.01,0.0954,0.5721,0.0132,0.9896,0.2737,periodic_coverage_keepalive
frame_000208,7980,319.200,25.00,9245.28,0.0931,0.5733,0.0138,0.9891,0.2739,periodic_coverage_keepalive
frame_000209,8030,321.200,25.00,9381.79,0.0917,0.5734,0.0139,0.9895,0.2737,periodic_coverage_keepalive
frame_000210,8080,323.200,25.00,9421.71,0.0945,0.5725,0.0152,0.9903,0.2739,periodic_coverage_keepalive
frame_000211,8130,325.200,25.00,9303.59,0.0958,0.5704,0.0171,0.9890,0.2747,periodic_coverage_keepalive
frame_000212,8180,327.200,25.00,9342.61,0.0966,0.5688,0.0152,0.9887,0.2743,periodic_coverage_keepalive
